City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
92,Ushuaia,AR,2022-08-01 01:51:58,-54.8,-68.3,37.06,93,40,5.75
93,Arraial Do Cabo,BR,2022-08-01 01:53:53,-22.9661,-42.0278,68.11,71,0,11.03
94,Hamilton,US,2022-08-01 01:49:02,39.1834,-84.5333,72.81,87,0,6.91
95,Sunbury,AU,2022-08-01 01:53:54,-37.5833,144.7333,54.7,73,75,17.27
96,Lompoc,US,2022-08-01 01:52:57,34.6391,-120.4579,85.78,75,0,11.5
97,Asau,RO,2022-08-01 01:53:54,46.4333,26.4,60.28,94,11,4.81
98,Torbay,CA,2022-08-01 01:53:54,47.6666,-52.7314,67.87,81,20,16.11
99,Ayr,GB,2022-08-01 01:53:55,55.4627,-4.6339,49.32,93,0,3.44
100,Upernavik,GL,2022-08-01 01:53:55,72.7868,-56.1549,48.2,69,98,1.81
101,Kruisfontein,ZA,2022-08-01 01:53:55,-34.0033,24.7314,45.03,77,0,6.4
102,Souillac,MU,2022-08-01 01:49:02,-20.5167,57.5167,68.38,88,75,11.5
103,Chokurdakh,RU,2022-08-01 01:53:56,70.6333,147.9167,66.87,61,100,8.46
104,Dunedin,NZ,2022-08-01 01:53:56,-45.8742,170.5036,53.8,58,98,4.54
105,Georgetown,MY,2022-08-01 01:49:31,5.4112,100.3354,82.89,91,40,3.44
106,Gdansk,PL,2022-08-01 01:51:08,54.3521,18.6464,55.15,93,25,2.3
107,Solnechnyy,RU,2022-08-01 01:53:57,50.7214,136.6319,80.62,62,100,8.32
108,Sabang,ID,2022-08-01 01:53:57,5.8933,95.3214,82.54,74,97,16.26
109,Hithadhoo,MV,2022-08-01 01:53:57,-0.6,73.0833,80.87,73,100,16.44
110,Chipinge,ZW,2022-08-01 01:52:16,-20.1883,32.6236,50.49,60,5,3.74
111,Lavrentiya,RU,2022-08-01 01:53:58,65.5833,-171.0,48.56,70,98,5.39
112,Port Macquarie,AU,2022-08-01 01:53:58,-31.4333,152.9167,65.89,59,100,4.72
113,Cabo San Lucas,MX,2022-08-01 01:53:58,22.8909,-109.9124,84.51,81,27,3.0
114,Jinchang,CN,2022-08-01 01:53:59,38.4953,102.1739,77.11,53,36,8.77
115,Banikoara,BJ,2022-08-01 01:53:59,11.2985,2.4386,71.42,97,80,6.64
116,Kabanjahe,ID,2022-08-01 01:53:59,3.1001,98.4908,70.25,76,100,0.94
117,Simao,CN,2022-08-01 01:54:00,22.7886,100.9748,70.05,95,100,1.45
118,Igarka,RU,2022-08-01 01:54:00,67.4667,86.5833,52.0,57,0,19.62
119,Pangody,RU,2022-08-01 01:54:00,65.85,74.4859,53.28,62,2,12.91
120,Taonan,CN,2022-08-01 01:54:01,45.3333,122.7833,85.68,56,0,7.29
121,Olds,CA,2022-08-01 01:54:01,51.7834,-114.102,76.05,73,61,11.5
122,Lasa,IT,2022-08-01 01:54:01,46.6166,10.7002,65.28,87,0,4.29
123,Tommot,RU,2022-08-01 01:54:02,58.9564,126.2925,71.46,79,100,4.7
124,Santa Cruz De La Palma,ES,2022-08-01 01:54:02,28.6835,-17.7642,71.74,83,20,14.97
125,Tateyama,JP,2022-08-01 01:54:02,34.9833,139.8667,85.24,75,84,10.4
126,Balabac,PH,2022-08-01 01:54:02,7.9868,117.0645,80.26,80,100,7.27
127,Buchanan,LR,2022-08-01 01:54:03,5.8808,-10.0467,75.18,87,92,7.94
128,Norman Wells,CA,2022-08-01 01:52:16,65.282,-126.8329,73.44,46,40,6.91
129,Athabasca,CA,2022-08-01 01:54:03,54.7169,-113.2854,72.01,63,70,2.64
130,Bagdarin,RU,2022-08-01 01:54:04,54.4333,113.6,64.58,77,74,3.18
131,Leningradskiy,RU,2022-08-01 01:54:04,69.3833,178.4167,51.39,64,57,9.28
132,Grootfontein,NA,2022-08-01 01:54:04,-19.5667,18.1167,47.77,46,2,2.3
133,Santa Teresa,VE,2022-08-01 01:54:05,10.2341,-66.6631,73.09,96,100,2.01
134,Longyearbyen,SJ,2022-08-01 01:52:41,78.2186,15.6401,49.84,81,40,6.91
135,Grao Mogol,BR,2022-08-01 01:54:05,-16.5594,-42.8897,59.4,93,26,4.05
136,Binzhou,CN,2022-08-01 01:54:06,37.3667,118.0167,86.61,64,0,4.05
137,Oxelosund,SE,2022-08-01 01:55:06,58.6706,17.1015,59.38,82,0,6.91
138,Natitingou,BJ,2022-08-01 01:55:06,10.3042,1.3796,70.54,96,97,4.0
139,Praia Da Vitoria,PT,2022-08-01 01:55:07,38.7333,-27.0667,71.85,88,20,4.88
140,Bengkulu,ID,2022-08-01 01:55:07,-3.8004,102.2655,81.0,73,82,2.21
141,Meadow Lake,US,2022-08-01 01:55:07,34.8014,-106.5436,82.11,38,94,1.86
142,Arman,RU,2022-08-01 01:55:08,59.7,150.1667,59.02,88,100,7.43
143,Sorong,ID,2022-08-01 01:52:32,-0.8833,131.25,82.2,74,34,2.28
144,Provideniya,RU,2022-08-01 01:55:08,64.3833,-173.3,48.36,81,0,4.47
145,Lamu,KE,2022-08-01 01:55:09,-2.2717,40.902,75.9,73,96,17.02
146,Ust-Ishim,RU,2022-08-01 01:55:09,57.6935,71.1665,59.14,70,94,8.93
147,San Patricio,US,2022-08-01 01:55:09,28.017,-97.5169,87.66,64,63,13.42
148,Esil,KZ,2022-08-01 01:55:09,51.9556,66.4042,66.0,73,40,7.72
149,Kieta,PG,2022-08-01 01:55:02,-6.2167,155.6333,85.48,67,89,6.46
150,Bac Lieu,VN,2022-08-01 01:55:10,9.285,105.7244,83.46,79,100,11.03
151,Constitucion,CL,2022-08-01 01:55:10,-35.3333,-72.4167,48.65,89,95,3.98
152,Oppdal,NO,2022-08-01 01:53:55,62.5943,9.6912,48.04,98,100,5.97
153,Boca Do Acre,BR,2022-08-01 01:55:11,-8.7522,-67.3978,75.9,67,13,2.66
154,Morros,BR,2022-08-01 01:55:11,-9.4467,-46.3003,76.19,48,30,0.4
155,Port-Gentil,GA,2022-08-01 01:55:11,-0.7193,8.7815,74.66,85,17,13.62
156,Pisco,PE,2022-08-01 01:55:12,-13.7,-76.2167,60.85,82,100,9.22
157,Vitim,RU,2022-08-01 01:55:12,59.4511,112.5578,66.79,86,100,6.64
158,College,US,2022-08-01 01:55:12,64.8569,-147.8028,68.2,75,100,5.75
159,Sai Buri,TH,2022-08-01 01:55:13,6.7013,101.6168,82.96,79,100,4.12
160,Wysokie Mazowieckie,PL,2022-08-01 01:55:13,52.9166,22.5171,58.8,98,100,7.27
161,Kahului,US,2022-08-01 01:55:13,20.8947,-156.47,83.97,79,21,13.0
162,Lac Du Bonnet,CA,2022-08-01 01:55:14,50.2536,-96.0612,59.13,81,64,6.22
163,Tiksi,RU,2022-08-01 01:52:36,71.6872,128.8694,40.28,94,100,17.07
164,Iqaluit,CA,2022-08-01 01:55:14,63.7506,-68.5145,46.13,80,75,6.91
165,Tuatapere,NZ,2022-08-01 01:55:15,-46.1333,167.6833,50.13,78,100,9.06
166,Mount Gambier,AU,2022-08-01 01:55:15,-37.8333,140.7667,56.05,70,7,14.12
167,Bubaque,GW,2022-08-01 01:55:15,11.2833,-15.8333,79.02,78,100,16.02
168,Kushima,JP,2022-08-01 01:55:15,31.4583,131.2333,83.37,88,100,11.56
169,Bambanglipuro,ID,2022-08-01 01:54:43,-7.95,110.2833,80.49,68,36,2.46
170,Mokhotlong,LS,2022-08-01 01:55:16,-29.2894,29.0675,34.52,73,1,3.06
171,Cape Town,ZA,2022-08-01 01:55:16,-33.9258,18.4232,55.38,76,0,7.0
172,Akita,JP,2022-08-01 01:54:55,39.7167,140.1167,85.14,84,75,1.14
173,Petropavlovsk-Kamchatskiy,RU,2022-08-01 01:52:38,53.0452,158.6483,63.19,59,75,4.47
174,Puksoozero,RU,2022-08-01 01:55:17,62.5903,40.6066,49.78,95,12,4.18
175,Linxia,CN,2022-08-01 01:55:17,35.6003,103.2064,71.47,67,97,2.48
176,Husavik,IS,2022-08-01 01:55:17,66.0449,-17.3389,41.83,95,100,9.26
177,Korla,CN,2022-08-01 01:55:18,41.7597,86.1469,81.37,35,16,15.14
178,Avera,US,2022-08-01 01:55:18,33.194,-82.5271,83.71,42,25,6.06
179,Bressanone,IT,2022-08-01 01:55:18,46.715,11.656,64.72,87,8,2.44
180,Wad Madani,SD,2022-08-01 01:55:19,14.4012,33.5199,77.27,78,80,19.64
181,Fort Nelson,CA,2022-08-01 01:55:19,58.8053,-122.7002,69.39,68,75,5.75
182,Srednekolymsk,RU,2022-08-01 01:56:20,67.45,153.6833,77.81,33,100,12.73
183,Goderich,CA,2022-08-01 01:56:20,43.7501,-81.7165,75.52,60,59,6.91
184,Kirakira,SB,2022-08-01 01:56:20,-10.4544,161.9205,84.47,72,16,11.9
185,Bredasdorp,ZA,2022-08-01 01:53:47,-34.5322,20.0403,41.56,83,0,3.74
186,Nanortalik,GL,2022-08-01 01:56:21,60.1432,-45.2371,45.73,95,52,7.54
187,Eina,NO,2022-08-01 01:56:21,60.6295,10.5993,54.27,99,100,2.08
188,Poyarkovo,RU,2022-08-01 01:56:21,49.6,128.6833,79.81,74,100,4.56
189,Manokwari,ID,2022-08-01 01:56:22,-0.8667,134.0833,82.67,69,72,5.1
190,Narsaq,GL,2022-08-01 01:51:51,60.9167,-46.05,46.17,89,100,4.7
191,Aykhal,RU,2022-08-01 01:56:22,66.0,111.5,54.16,91,100,14.29
192,Emerald,AU,2022-08-01 01:56:23,-23.5333,148.1667,67.33,67,86,9.6
193,El Dorado,US,2022-08-01 01:56:23,38.7666,-120.5177,88.38,43,23,7.05
194,Klaksvik,FO,2022-08-01 01:56:23,62.2266,-6.589,50.49,84,83,13.29
195,Lazaro Cardenas,MX,2022-08-01 01:56:24,17.9583,-102.2,81.93,77,94,5.5
196,Broken Hill,AU,2022-08-01 01:56:24,-31.95,141.4333,55.54,42,0,4.94
197,Port Blair,IN,2022-08-01 01:56:24,11.6667,92.75,80.64,89,40,8.05
198,Ambilobe,MG,2022-08-01 01:56:25,-13.2,49.05,62.2,86,0,3.53
199,Oktyabrskoye,RU,2022-08-01 01:56:25,43.0645,44.7417,59.14,93,1,2.24
200,Madimba,TZ,2022-08-01 01:56:25,-10.4,40.3333,68.05,90,0,6.11
201,Huilong,CN,2022-08-01 01:56:25,31.8111,121.655,85.46,71,2,11.34
202,Necochea,AR,2022-08-01 01:56:26,-38.5473,-58.7368,50.31,82,100,7.43
203,Nome,US,2022-08-01 01:56:26,64.5011,-165.4064,58.15,80,100,9.78
204,Sisimiut,GL,2022-08-01 01:56:26,66.9395,-53.6735,44.33,83,18,2.08
205,Alice Springs,AU,2022-08-01 01:54:38,-23.7,133.8833,62.15,36,49,16.11
206,Hong Gai,VN,2022-08-01 01:56:27,20.956,107.0946,87.71,72,45,4.97
207,Kashi,CN,2022-08-01 01:56:27,39.4547,75.9797,70.81,46,40,8.95
208,Thompson,CA,2022-08-01 01:56:27,55.7435,-97.8558,57.36,94,75,2.3
209,Chapais,CA,2022-08-01 01:56:28,49.7834,-74.8492,62.38,83,43,0.4
210,Castro,BR,2022-08-01 01:54:40,-24.7911,-50.0119,52.0,79,0,2.24
211,Hambantota,LK,2022-08-01 01:56:28,6.1241,81.1185,77.34,100,75,6.91
212,Vanimo,PG,2022-08-01 01:54:43,-2.6741,141.3028,86.41,64,76,6.71
213,Kangaatsiaq,GL,2022-08-01 01:56:29,68.3065,-53.4641,41.74,91,4,5.68
214,Saint-Joseph,RE,2022-08-01 01:56:29,-21.3667,55.6167,65.21,78,27,7.94
215,Pakala,IN,2022-08-01 01:56:29,13.4667,79.1167,77.41,75,100,2.44
216,Salinopolis,BR,2022-08-01 01:51:52,-0.6136,-47.3561,78.19,86,100,9.01
217,Aitape,PG,2022-08-01 01:56:30,-3.1374,142.3475,87.17,61,100,6.06
218,Fare,PF,2022-08-01 01:56:30,-16.7,-151.0167,77.86,73,3,24.85
219,Jalu,LY,2022-08-01 01:56:30,29.0331,21.5482,79.99,52,0,10.16
220,Camacha,PT,2022-08-01 01:56:31,33.0833,-16.3333,67.42,78,40,9.22
221,Pochutla,MX,2022-08-01 01:56:31,15.7432,-96.4661,76.12,87,29,2.91
222,Whitehorse,CA,2022-08-01 01:55:31,60.7161,-135.0538,68.02,56,75,3.0
223,Napier,NZ,2022-08-01 01:54:03,-39.4833,176.9167,55.27,62,2,4.0
224,Guerrero Negro,MX,2022-08-01 01:51:53,27.9769,-114.0611,75.22,65,16,14.2
225,Khudumelapye,BW,2022-08-01 01:56:32,-23.8833,24.75,55.44,34,18,8.28
226,Mahebourg,MU,2022-08-01 01:53:55,-20.4081,57.7,68.29,88,75,11.5
227,Linguere,SN,2022-08-01 01:57:32,15.3953,-15.1193,76.86,86,100,11.32
228,Ostrovnoy,RU,2022-08-01 01:57:32,68.0531,39.5131,55.27,79,94,4.88
229,Pelym,RU,2022-08-01 01:54:27,61.0108,61.9978,58.68,62,100,5.61
230,Severo-Kurilsk,RU,2022-08-01 01:57:33,50.6789,156.125,55.49,78,59,10.25
231,Jijiga,ET,2022-08-01 01:57:33,9.35,42.8,61.16,84,100,18.34
232,Maykor,RU,2022-08-01 01:57:34,59.0059,55.88,60.26,96,93,3.67
233,Sao Filipe,CV,2022-08-01 01:57:34,14.8961,-24.4956,75.15,76,18,6.22
234,Ola,RU,2022-08-01 01:57:35,59.5833,151.2833,59.14,82,95,10.18
235,Esperance,AU,2022-08-01 01:53:31,-33.8667,121.9,55.24,51,97,21.41
236,Saint George,US,2022-08-01 01:53:49,37.1041,-113.5841,87.64,51,0,8.05
237,Ponta Do Sol,PT,2022-08-01 01:57:35,32.6667,-17.1,70.72,80,3,3.85
238,Gari,RU,2022-08-01 01:57:35,59.4307,62.3497,56.16,75,100,7.09
239,General Pico,AR,2022-08-01 01:57:36,-35.6566,-63.7568,51.98,47,3,4.21
240,Killybegs,IE,2022-08-01 01:57:36,54.6333,-8.45,51.76,79,69,3.85
241,Vallenar,CL,2022-08-01 01:57:36,-28.5708,-70.7581,61.63,60,65,2.73
242,Buraydah,SA,2022-08-01 01:57:37,26.326,43.975,86.45,51,99,11.65
243,Gat,IL,2022-08-01 01:53:10,31.61,34.7642,75.88,75,0,2.33
244,Raudeberg,NO,2022-08-01 01:57:37,61.9875,5.1352,52.47,72,35,5.79
245,Khandyga,RU,2022-08-01 01:57:37,62.6667,135.6,82.9,44,100,5.48
246,Netrakona,BD,2022-08-01 01:57:38,24.8833,90.7167,77.58,95,100,8.34
247,Portland,US,2022-08-01 01:57:38,45.5234,-122.6762,98.62,37,0,3.0
248,Havre,FR,2022-08-01 01:57:38,49.5833,0.3333,64.8,88,100,11.5
249,Faya,SA,2022-08-01 01:56:46,18.3851,42.4509,66.72,66,91,6.38
250,Torhout,BE,2022-08-01 01:57:39,51.0607,3.0984,65.8,85,100,3.0
251,Taltal,CL,2022-08-01 01:57:39,-25.4,-70.4833,58.53,81,0,2.8
252,Saldanha,ZA,2022-08-01 01:57:40,-33.0117,17.9442,50.31,80,0,13.09
253,Flinders,AU,2022-08-01 01:57:40,-34.5833,150.8552,67.05,51,7,8.99
254,Dakar,SN,2022-08-01 01:57:40,14.6937,-17.4441,79.68,76,97,9.48
255,Moche,PE,2022-08-01 01:54:28,-8.1711,-79.0092,60.98,88,20,9.22
256,Lyubinskiy,RU,2022-08-01 01:57:41,55.1542,72.6925,65.88,90,85,10.63
257,Sarkand,KZ,2022-08-01 01:57:41,45.41,79.9186,76.32,33,62,4.27
258,Melnikovo,RU,2022-08-01 01:57:41,56.5558,84.085,57.0,99,100,9.24
259,Thessalon,CA,2022-08-01 01:57:41,46.2501,-83.5666,68.29,78,4,5.08
260,Bermejo,AR,2022-08-01 01:57:42,-32.8833,-68.8,51.71,58,0,3.44
261,Okhotsk,RU,2022-08-01 01:57:42,59.3833,143.3,58.89,87,100,8.5
262,Vestmannaeyjar,IS,2022-08-01 01:57:42,63.4427,-20.2734,49.08,75,83,18.37
263,Aksu,CN,2022-08-01 01:57:43,41.1231,80.2644,76.41,44,65,7.07
264,Hilo,US,2022-08-01 01:56:38,19.7297,-155.09,83.28,65,0,10.83
265,Sao Joao Da Barra,BR,2022-08-01 01:53:20,-21.6403,-41.0511,67.03,73,0,5.77
266,Charyshskoye,RU,2022-08-01 01:57:43,51.3978,83.5598,68.07,66,97,3.06
267,Lyuban,BY,2022-08-01 01:57:44,52.7985,28.0048,59.85,85,98,7.49
268,Bairiki,KI,2022-08-01 01:57:44,1.3292,172.9752,86.0,74,20,10.36
269,Venezuela,VE,2022-08-01 01:57:44,8.0,-66.0,77.4,83,100,9.82
270,Manavalakurichi,IN,2022-08-01 01:58:45,8.1333,77.3,78.85,85,100,13.44
271,Fortuna,US,2022-08-01 01:58:45,40.5982,-124.1573,63.99,83,0,14.97
272,Pelotas,BR,2022-08-01 01:58:45,-31.7719,-52.3425,50.02,98,40,2.3
273,Mancio Lima,BR,2022-08-01 01:58:46,-7.6142,-72.8958,77.88,68,79,1.45
274,Barabai,ID,2022-08-01 01:58:46,-2.5833,115.3833,75.4,91,100,1.12
275,Oksovskiy,RU,2022-08-01 01:58:46,62.6062,39.8984,50.29,96,13,3.62
276,Manitouwadge,CA,2022-08-01 01:58:47,49.1215,-85.8403,61.18,97,100,3.13
277,Imbituba,BR,2022-08-01 01:58:47,-28.24,-48.6703,55.09,99,93,10.09
278,Giresun,TR,2022-08-01 01:58:47,40.5,38.5,46.51,85,0,3.53
279,Nouadhibou,MR,2022-08-01 01:58:48,20.931,-17.0347,75.18,78,1,6.91
280,Santa Isabel Do Rio Negro,BR,2022-08-01 01:58:48,-0.4139,-65.0192,73.96,89,19,2.42
281,Kidal,ML,2022-08-01 01:58:48,18.4411,1.4078,91.83,21,36,3.47
282,Nexo,DK,2022-08-01 01:58:49,55.0607,15.1306,60.89,79,100,7.58
283,Bafut,CM,2022-08-01 01:58:49,6.0833,10.1,63.9,98,100,2.08
284,Sao Felix Do Xingu,BR,2022-08-01 01:58:21,-6.6447,-51.995,74.37,71,11,0.45
285,Muroto,JP,2022-08-01 01:58:49,33.2833,134.15,83.3,81,16,7.38
286,Portobelo,PA,2022-08-01 01:58:50,9.55,-79.65,81.73,87,88,5.75
287,Mecca,SA,2022-08-01 01:58:00,21.4267,39.8261,86.18,27,89,3.2
288,Vila Velha,BR,2022-08-01 01:58:50,-20.3297,-40.2925,71.55,84,75,3.44
289,Senno,RU,2022-08-01 01:58:50,59.5336,33.9167,51.93,91,100,3.83
290,Coihaique,CL,2022-08-01 01:58:51,-45.5752,-72.0662,35.55,75,0,6.91
291,Dombarovskiy,RU,2022-08-01 01:58:51,50.7587,59.5386,66.27,69,97,4.61
292,Churapcha,RU,2022-08-01 01:58:51,62.0025,132.4325,83.37,43,100,10.76
293,Kendari,ID,2022-08-01 01:58:52,-3.945,122.4989,78.93,87,97,2.44
294,Tias,ES,2022-08-01 01:58:52,28.9611,-13.645,71.28,83,20,14.97
295,Panzhihua,CN,2022-08-01 01:58:52,26.5851,101.7128,75.79,77,89,1.34
